doid_id	drugbank_id	disease	drug	category	n_curators	n_resources	compound_id	disease_id
DOID:1319	DB00443	brain cancer	Betamethasone	SYM	3	2	Q416132	Q18554460
DOID:1319	DB01234	brain cancer	Dexamethasone	SYM	3	2	Q422252	Q18554460
DOID:1319	DB00959	brain cancer	Methylprednisolone	SYM	3	1	Q417222	Q18554460
DOID:1319	DB00620	brain cancer	Triamcinolone	SYM	2	1	Q1074056	Q18554460
DOID:1319	DB00834	brain cancer	Mifepristone	NOT	3	1	Q411240	Q18554460
DOID:1612	DB01217	breast cancer	Anastrozole	DM	3	4	Q419143	Q128581
DOID:1612	DB01101	breast cancer	Capecitabine	DM	3	3	Q420207	Q128581
DOID:1612	DB00958	breast cancer	Carboplatin	DM	3	1	Q415588	Q128581
DOID:1612	DB00291	breast cancer	Chlorambucil	DM	3	1	Q415939	Q128581
DOID:1612	DB01248	breast cancer	Docetaxel	DM	3	3	Q420436	Q128581
DOID:1612	DB00997	breast cancer	Doxorubicin	DM	3	2	Q18936	Q128581
DOID:1612	DB00445	breast cancer	Epirubicin	DM	3	2	Q425122	Q128581
DOID:1612	DB08871	breast cancer	Eribulin	DM	3	1	Q408717	Q128581
DOID:1612	DB00990	breast cancer	Exemestane	DM	3	4	Q418819	Q128581
DOID:1612	DB00544	breast cancer	Fluorouracil	DM	3	2	Q238512	Q128581
DOID:1612	DB01185	breast cancer	Fluoxymesterone	DM	2	2	Q410663	Q128581
DOID:1612	DB00947	breast cancer	Fulvestrant	DM	3	1		Q128581
DOID:1612	DB00441	breast cancer	Gemcitabine	DM	3	2	Q414143	Q128581
DOID:1612	DB00014	breast cancer	Goserelin	DM	3	2	Q1992653	Q128581
DOID:1612	DB01177	breast cancer	Idarubicin	DM	3	1	Q1063862	Q128581
DOID:1612	DB00762	breast cancer	Irinotecan	DM	3	1	Q412197	Q128581
DOID:1612	DB04845	breast cancer	Ixabepilone	DM	3	1	Q11711607	Q128581
DOID:1612	DB01259	breast cancer	Lapatinib	DM	3	3	Q420323	Q128581
DOID:1612	DB01006	breast cancer	Letrozole	DM	3	3	Q194974	Q128581
DOID:1612	DB01042	breast cancer	Melphalan	DM	2	1	Q2298283	Q128581
DOID:1612	DB00563	breast cancer	Methotrexate	DM	3	3	Q422232	Q128581
DOID:1612	DB01204	breast cancer	Mitoxantrone	DM	2	1	Q239426	Q128581
DOID:1612	DB01229	breast cancer	Paclitaxel	DM	3	3	Q423762	Q128581
DOID:1612	DB00481	breast cancer	Raloxifene	DM	3	3	Q425223	Q128581
DOID:1612	DB00675	breast cancer	Tamoxifen	DM	3	3	Q412178	Q128581
DOID:1612	DB04572	breast cancer	Thiotepa	DM	3	1	Q416507	Q128581
DOID:1612	DB00539	breast cancer	Toremifene	DM	3	1	Q3993743	Q128581
DOID:1612	DB00570	breast cancer	Vinblastine	DM	3	2	Q282629	Q128581
DOID:1612	DB00361	breast cancer	Vinorelbine	DM	3	1	Q420532	Q128581
DOID:1612	DB00673	breast cancer	Aprepitant	SYM	3	1	Q621834	Q128581
DOID:1612	DB00443	breast cancer	Betamethasone	SYM	2	1	Q416132	Q128581
DOID:1612	DB00286	breast cancer	Conjugated Estrogens	SYM	1	1	Q4118295	Q128581
DOID:1612	DB01234	breast cancer	Dexamethasone	SYM	2	1	Q422252	Q128581
DOID:1612	DB00783	breast cancer	Estradiol	SYM	1	3	Q422416	Q128581
DOID:1612	DB08866	breast cancer	Estradiol valerate/Dienogest	SYM	1	1		Q128581
DOID:1612	DB00655	breast cancer	Estrone	SYM	1	1	Q414986	Q128581
DOID:1612	DB00977	breast cancer	Ethinyl Estradiol	SYM	1	1	Q415563	Q128581
DOID:1612	DB00603	breast cancer	Medroxyprogesterone Acetate	SYM	1	1	Q2823834	Q128581
DOID:1612	DB00351	breast cancer	Megestrol acetate	SYM	1	1	Q6808975	Q128581
DOID:1612	DB06710	breast cancer	Methyltestosterone	SYM	1	1	Q421768	Q128581
DOID:1612	DB00433	breast cancer	Prochlorperazine	SYM	2	1	Q2359690	Q128581
DOID:1612	DB00624	breast cancer	Testosterone	SYM	1	2	Q1318776	Q128581
DOID:1612	DB01420	breast cancer	Testosterone Propionate	SYM	1	1	Q20817216	Q128581
DOID:1612	DB00630	breast cancer	Alendronate	NOT	3	1	Q420057	Q128581
DOID:1612	DB00380	breast cancer	Dexrazoxane	NOT	2	1	Q524995	Q128581
DOID:1612	DB00282	breast cancer	Pamidronate	NOT	2	2	Q627499	Q128581
DOID:1612	DB00761	breast cancer	Potassium Chloride	NOT	3	1	Q184630	Q128581
DOID:1612	DB00884	breast cancer	Risedronate	NOT	2	1	Q408724	Q128581
DOID:1612	DB01133	breast cancer	Tiludronate	NOT	2	1	Q2823312	Q128581
DOID:1612	DB00399	breast cancer	Zoledronate	NOT	2	2	Q218507	Q128581
DOID:4362	DB01030	cervical cancer	Topotecan	DM	3	1	Q419953	Q160105
DOID:784	DB00887	chronic kidney failure	Bumetanide	SYM	3	1	Q275926	Q736715
DOID:784	DB00136	chronic kidney failure	Calcitriol	SYM	3	1	Q139195	Q736715
DOID:784	DB00258	chronic kidney failure	Calcium Acetate	SYM	2	1	Q409251	Q736715
DOID:784	DB00169	chronic kidney failure	Cholecalciferol	SYM	2	1	Q139347	Q736715
DOID:784	DB01012	chronic kidney failure	Cinacalcet	SYM	2	2	Q193978	Q736715
DOID:784	DB00746	chronic kidney failure	Deferoxamine	SYM	2	1	Q419618	Q736715
DOID:784	DB00903	chronic kidney failure	Ethacrynic acid	SYM	3	1	Q418571	Q736715
DOID:784	DB00695	chronic kidney failure	Furosemide	SYM	3	2	Q388801	Q736715
DOID:784	DB00910	chronic kidney failure	Paricalcitol	SYM	2	1	Q155746	Q736715
DOID:784	DB00214	chronic kidney failure	Torasemide	SYM	3	1	Q419948	Q736715
DOID:784	DB00567	chronic kidney failure	Cephalexin	NOT	3	1	Q411417	Q736715
DOID:3083	DB01223	chronic obstructive pulmonary disease	Aminophylline	DM	1	1	Q471763	Q199804
DOID:3083	DB01274	chronic obstructive pulmonary disease	Arformoterol	DM	2	1	Q4789167	Q199804
DOID:3083	DB00983	chronic obstructive pulmonary disease	Formoterol	DM	2	1	Q637247	Q199804
DOID:3083	DB00471	chronic obstructive pulmonary disease	Montelukast	DM	3	1	Q417767	Q199804
DOID:3083	DB00860	chronic obstructive pulmonary disease	Prednisolone	DM	2	2	Q11426176	Q199804
DOID:3083	DB00635	chronic obstructive pulmonary disease	Prednisone	DM	2	2	Q424972	Q199804
DOID:3083	DB01656	chronic obstructive pulmonary disease	Roflumilast	DM	3	1	Q693482	Q199804
DOID:3083	DB01001	chronic obstructive pulmonary disease	Salbutamol	DM	1	2	Q410358	Q199804
DOID:3083	DB01409	chronic obstructive pulmonary disease	Tiotropium	DM	2	3	Q424316	Q199804
DOID:3083	DB06151	chronic obstructive pulmonary disease	Acetylcysteine	SYM	1	1		Q199804
DOID:3083	DB00537	chronic obstructive pulmonary disease	Ciprofloxacin	SYM	2	1	Q256602	Q199804
DOID:3083	DB00254	chronic obstructive pulmonary disease	Doxycycline	SYM	2	1	Q422442	Q199804
DOID:3083	DB01137	chronic obstructive pulmonary disease	Levofloxacin	SYM	1	1	Q424193	Q199804
DOID:3083	DB00218	chronic obstructive pulmonary disease	Moxifloxacin	SYM	2	1	Q424940	Q199804
DOID:3083	DB01165	chronic obstructive pulmonary disease	Ofloxacin	SYM	1	1	Q411447	Q199804
DOID:3083	DB00184	chronic obstructive pulmonary disease	Nicotine	NOT	3	1	Q12144	Q199804
DOID:3083	DB00820	chronic obstructive pulmonary disease	Tadalafil	NOT	2	1	Q424156	Q199804
DOID:3083	DB05389	chronic obstructive pulmonary disease	WF10	NOT	3	1	Q15410177	Q199804
DOID:3083	DB00425	chronic obstructive pulmonary disease	Zolpidem	NOT	3	1	Q218842	Q199804
DOID:219	DB01101	colon cancer	Capecitabine	DM	3	3	Q420207	Q18555025
DOID:219	DB00544	colon cancer	Fluorouracil	DM	3	2	Q238512	Q18555025
DOID:219	DB00762	colon cancer	Irinotecan	DM	3	2	Q412197	Q18555025
DOID:219	DB00563	colon cancer	Methotrexate	DM	3	1	Q422232	Q18555025
DOID:219	DB00541	colon cancer	Vincristine	DM	3	1	Q408977	Q18555025
DOID:219	DB00673	colon cancer	Aprepitant	SYM	3	1	Q621834	Q18555025
DOID:219	DB00443	colon cancer	Betamethasone	SYM	3	1	Q416132	Q18555025
DOID:219	DB00482	colon cancer	Celecoxib	SYM	2	1	Q408801	Q18555025
DOID:219	DB01234	colon cancer	Dexamethasone	SYM	2	1	Q422252	Q18555025
DOID:219	DB01008	colon cancer	Busulfan	NOT	2	1	Q348922	Q18555025
DOID:219	DB00987	colon cancer	Cytarabine	NOT	2	1	Q180983	Q18555025
DOID:219	DB00996	colon cancer	Gabapentin	NOT	3	1	Q410352	Q18555025
DOID:219	DB00650	colon cancer	Leucovorin	NOT	1	1		Q18555025
DOID:12995	DB00477	conduct disorder	Chlorpromazine	SYM	3	1	Q407972	Q596474
DOID:12995	DB00502	conduct disorder	Haloperidol	SYM	3	1	Q251347	Q596474
DOID:12995	DB00734	conduct disorder	Risperidone	SYM	3	1	Q412443	Q596474
DOID:3393	DB00945	coronary artery disease	Acetylsalicylic acid	DM	3	2	Q18216	Q844935
DOID:3393	DB01076	coronary artery disease	Atorvastatin	DM	3	3	Q668093	Q844935
DOID:3393	DB01197	coronary artery disease	Captopril	DM	3	2	Q421119	Q844935
DOID:3393	DB00758	coronary artery disease	Clopidogrel	DM	3	3	Q410237	Q844935
DOID:3393	DB00584	coronary artery disease	Enalapril	DM	2	1	Q422185	Q844935
DOID:3393	DB00700	coronary artery disease	Eplerenone	DM	3	3	Q15708274	Q844935
DOID:3393	DB00973	coronary artery disease	Ezetimibe	DM	3	1	Q417997	Q844935
DOID:3393	DB01039	coronary artery disease	Fenofibrate	DM	3	1	Q419724	Q844935
DOID:3393	DB00695	coronary artery disease	Furosemide	DM	1	1	Q388801	Q844935
DOID:3393	DB01241	coronary artery disease	Gemfibrozil	DM	3	1	Q384295	Q844935
DOID:3393	DB00722	coronary artery disease	Lisinopril	DM	3	4	Q412208	Q844935
DOID:3393	DB00678	coronary artery disease	Losartan	DM	3	1	Q410074	Q844935
DOID:3393	DB00227	coronary artery disease	Lovastatin	DM	3	3	Q417740	Q844935
DOID:3393	DB00627	coronary artery disease	Niacin	DM	2	3	Q134658	Q844935
DOID:3393	DB00275	coronary artery disease	Olmesartan	DM	2	1	Q421156	Q844935
DOID:3393	DB01359	coronary artery disease	Penbutolol	DM	1	1	Q944244	Q844935
DOID:3393	DB00790	coronary artery disease	Perindopril	DM	2	2	Q277785	Q844935
DOID:3393	DB08860	coronary artery disease	Pitavastatin	DM	3	1	Q412677	Q844935
DOID:3393	DB00175	coronary artery disease	Pravastatin	DM	3	3	Q1240093	Q844935
DOID:3393	DB00178	coronary artery disease	Ramipril	DM	2	3	Q412666	Q844935
DOID:3393	DB01098	coronary artery disease	Rosuvastatin	DM	3	3	Q415159	Q844935
DOID:3393	DB00641	coronary artery disease	Simvastatin	DM	3	3	Q670131	Q844935
DOID:3393	DB00966	coronary artery disease	Telmisartan	DM	3	1	Q733186	Q844935
DOID:3393	DB08816	coronary artery disease	Ticagrelor	DM	3	1	Q420542	Q844935
DOID:3393	DB00373	coronary artery disease	Timolol	DM	1	1	Q413994	Q844935
DOID:3393	DB00775	coronary artery disease	Tirofiban	DM	3	2	Q415366	Q844935
DOID:3393	DB00519	coronary artery disease	Trandolapril	DM	2	1	Q929420	Q844935
DOID:3393	DB00177	coronary artery disease	Valsartan	DM	3	3	Q155472	Q844935
DOID:3393	DB00381	coronary artery disease	Amlodipine	SYM	2	1	Q411347	Q844935
DOID:3393	DB00390	coronary artery disease	Digoxin	SYM	1	1	Q422222	Q844935
DOID:3393	DB00343	coronary artery disease	Diltiazem	SYM	2	2	Q422229	Q844935
DOID:3393	DB00975	coronary artery disease	Dipyridamole	SYM	3	2	Q419374	Q844935
DOID:3393	DB00883	coronary artery disease	Isosorbide Dinitrate	SYM	3	3	Q179748	Q844935
DOID:3393	DB01020	coronary artery disease	Isosorbide Mononitrate	SYM	3	2	Q423401	Q844935
DOID:3393	DB00281	coronary artery disease	Lidocaine	SYM	3	2	Q216935	Q844935
DOID:3393	DB00295	coronary artery disease	Morphine	SYM	3	2	Q81225	Q844935
DOID:3393	DB01115	coronary artery disease	Nifedipine	SYM	2	2	Q39111	Q844935
DOID:3393	DB00727	coronary artery disease	Nitroglycerin	SYM	3	3	Q162867	Q844935
DOID:3393	DB01118	coronary artery disease	Amiodarone	NOT	2	1	Q410061	Q844935
DOID:3393	DB00509	coronary artery disease	Dextrothyroxine	NOT	3	1	Q5268499	Q844935
DOID:3393	DB00988	coronary artery disease	Dopamine	NOT	3	1	Q170304	Q844935
DOID:3393	DB00783	coronary artery disease	Estradiol	NOT	2	1	Q422416	Q844935
DOID:3393	DB00451	coronary artery disease	Levothyroxine	NOT	3	1	Q773449	Q844935
DOID:3393	DB01583	coronary artery disease	Liotrix	NOT	3	1	Q6556102	Q844935
DOID:3393	DB00761	coronary artery disease	Potassium Chloride	NOT	3	1	Q184630	Q844935
DOID:216	DB00907	dental caries	Cocaine	NOT	3	1	Q41576	Q133772
DOID:12930	DB00695	dilated cardiomyopathy	Furosemide	DM	2	1	Q388801	Q283656
DOID:12930	DB00722	dilated cardiomyopathy	Lisinopril	DM	3	1	Q412208	Q283656
DOID:12930	DB00421	dilated cardiomyopathy	Spironolactone	DM	2	1	Q422188	Q283656
DOID:12930	DB01427	dilated cardiomyopathy	Amrinone	SYM	2	1	Q422724	Q283656
DOID:12930	DB00390	dilated cardiomyopathy	Digoxin	SYM	1	1	Q422222	Q283656
DOID:1595	DB00321	endogenous depression	Amitriptyline	SYM	3	1	Q58397	Q5376333
DOID:1595	DB01238	endogenous depression	Aripiprazole	SYM	3	1	Q411188	Q5376333
DOID:1595	DB00215	endogenous depression	Citalopram	SYM	3	1	Q409672	Q5376333
DOID:1595	DB00476	endogenous depression	Duloxetine	SYM	3	1	Q411932	Q5376333
DOID:1595	DB01175	endogenous depression	Escitalopram	SYM	3	1	Q423757	Q5376333
DOID:1595	DB00176	endogenous depression	Fluvoxamine	SYM	3	1	Q409236	Q5376333
DOID:1595	DB00458	endogenous depression	Imipramine	SYM	3	2	Q58396	Q5376333
DOID:1595	DB01149	endogenous depression	Nefazodone	SYM	3	1	Q416632	Q5376333
DOID:1595	DB00540	endogenous depression	Nortriptyline	SYM	3	2	Q61387	Q5376333
DOID:1595	DB00715	endogenous depression	Paroxetine	SYM	3	2	Q408471	Q5376333
DOID:1595	DB01037	endogenous depression	Selegiline	SYM	3	2	Q402633	Q5376333
DOID:1595	DB01104	endogenous depression	Sertraline	SYM	3	3	Q407617	Q5376333
DOID:1595	DB00656	endogenous depression	Trazodone	SYM	3	1	Q411457	Q5376333
DOID:1595	DB00313	endogenous depression	Valproic Acid	SYM	2	1	Q240642	Q5376333
DOID:1595	DB06684	endogenous depression	Vilazodone	SYM	3	1	Q408588	Q5376333
DOID:1826	DB00819	epilepsy syndrome	Acetazolamide	DM	1	1	Q413690	Q41571
DOID:1826	DB01351	epilepsy syndrome	Amobarbital	DM	1	1	Q415850	Q41571
DOID:1826	DB00564	epilepsy syndrome	Carbamazepine	DM	1	4	Q410412	Q41571
DOID:1826	DB00349	epilepsy syndrome	Clobazam	DM	1	1	Q412164	Q41571
DOID:1826	DB01068	epilepsy syndrome	Clonazepam	DM	1	4	Q407988	Q41571
DOID:1826	DB00829	epilepsy syndrome	Diazepam	DM	1	3	Q210402	Q41571
DOID:1826	DB00949	epilepsy syndrome	Felbamate	DM	2	1	Q421301	Q41571
DOID:1826	DB01320	epilepsy syndrome	Fosphenytoin	DM	1	1	Q5473363	Q41571
DOID:1826	DB00996	epilepsy syndrome	Gabapentin	DM	1	3	Q410352	Q41571
DOID:1826	DB06218	epilepsy syndrome	Lacosamide	DM	1	1	Q420077	Q41571
DOID:1826	DB00555	epilepsy syndrome	Lamotrigine	DM	1	3	Q410346	Q41571
DOID:1826	DB01202	epilepsy syndrome	Levetiracetam	DM	1	4	Q417227	Q41571
DOID:1826	DB00683	epilepsy syndrome	Midazolam	DM	1	1	Q423071	Q41571
DOID:1826	DB00776	epilepsy syndrome	Oxcarbazepine	DM	1	4	Q176301	Q41571
DOID:1826	DB01174	epilepsy syndrome	Phenobarbital	DM	1	3	Q407241	Q41571
DOID:1826	DB00252	epilepsy syndrome	Phenytoin	DM	1	4	Q410400	Q41571
DOID:1826	DB00230	epilepsy syndrome	Pregabalin	DM	1	1	Q412174	Q41571
DOID:1826	DB00794	epilepsy syndrome	Primidone	DM	1	3	Q420383	Q41571
DOID:1826	DB00818	epilepsy syndrome	Propofol	DM	1	1	Q422740	Q41571
DOID:1826	DB06201	epilepsy syndrome	Rufinamide	DM	1	2	Q408565	Q41571
DOID:1826	DB00273	epilepsy syndrome	Topiramate	DM	1	4	Q221174	Q41571
DOID:1826	DB00347	epilepsy syndrome	Trimethadione	DM	1	1	Q827916	Q41571
DOID:1826	DB00313	epilepsy syndrome	Valproic Acid	DM	2	2	Q240642	Q41571
DOID:1826	DB01080	epilepsy syndrome	Vigabatrin	DM	1	1	Q421663	Q41571
DOID:1826	DB00909	epilepsy syndrome	Zonisamide	DM	1	4	Q219957	Q41571
DOID:1826	DB00490	epilepsy syndrome	Buspirone	NOT	3	1	Q412194	Q41571
DOID:1826	DB00292	epilepsy syndrome	Etomidate	NOT	2	1	Q418445	Q41571
DOID:1826	DB01216	epilepsy syndrome	Finasteride	NOT	3	1	Q424167	Q41571
DOID:1826	DB00158	epilepsy syndrome	Folic Acid	NOT	3	1	Q127060	Q41571
DOID:1826	DB00350	epilepsy syndrome	Minoxidil	NOT	3	1	Q424165	Q41571
DOID:1826	DB01346	epilepsy syndrome	Quinidine barbiturate	NOT	2	2	Q20817191	Q41571
DOID:1826	DB00421	epilepsy syndrome	Spironolactone	NOT	3	1	Q422188	Q41571
DOID:1826	DB00795	epilepsy syndrome	Sulfasalazine	NOT	3	1	Q420035	Q41571
DOID:1826	DB00906	epilepsy syndrome	Tiagabine	NOT	3	1	Q907219	Q41571
DOID:1826	DB00620	epilepsy syndrome	Triamcinolone	NOT	3	1	Q1074056	Q41571
DOID:5041	DB01101	esophageal cancer	Capecitabine	DM	3	1	Q420207	Q372701
DOID:5041	DB00958	esophageal cancer	Carboplatin	DM	3	2	Q415588	Q372701
DOID:5041	DB00515	esophageal cancer	Cisplatin	DM	3	1	Q412415	Q372701
DOID:5041	DB00563	esophageal cancer	Methotrexate	DM	3	2	Q422232	Q372701
DOID:5041	DB00736	esophageal cancer	Esomeprazole	SYM	3	1	Q553223	Q372701
DOID:5041	DB00338	esophageal cancer	Omeprazole	SYM	1	1	Q422210	Q372701
DOID:5041	DB00707	esophageal cancer	Porfimer	SYM	3	1	Q7230068	Q372701
DOID:1312	DB00091	focal segmental glomerulosclerosis	Cyclosporine	DM	3	1	Q367700	Q1435223
DOID:2994	DB00290	germ cell cancer	Bleomycin	DM	3	1	Q415571	Q18555254
DOID:2994	DB00515	germ cell cancer	Cisplatin	DM	3	1	Q412415	Q18555254
DOID:2994	DB00970	germ cell cancer	Dactinomycin	DM	3	1	Q186127	Q18555254
DOID:2994	DB00773	germ cell cancer	Etoposide	DM	3	2	Q418817	Q18555254
DOID:2994	DB01181	germ cell cancer	Ifosfamide	DM	3	1	Q418560	Q18555254
DOID:2994	DB00563	germ cell cancer	Methotrexate	DM	3	2	Q422232	Q18555254
DOID:2994	DB00570	germ cell cancer	Vinblastine	DM	3	1	Q282629	Q18555254
DOID:2994	DB00917	germ cell cancer	Dinoprostone	NOT	3	1	Q416554	Q18555254
DOID:11714	DB01016	gestational diabetes	Glyburide	DM	3	1	Q420626	Q126691
DOID:1686	DB00819	glaucoma	Acetazolamide	DM	3	2	Q413690	Q159701
DOID:1686	DB00964	glaucoma	Apraclonidine	DM	3	1	Q4781812	Q159701
DOID:1686	DB00195	glaucoma	Betaxolol	DM	2	1	Q794162	Q159701
DOID:1686	DB00905	glaucoma	Bimatoprost	DM	2	3	Q2393348	Q159701
DOID:1686	DB00484	glaucoma	Brimonidine	DM	3	3	Q577377	Q159701
DOID:1686	DB01194	glaucoma	Brinzolamide	DM	2	2	Q411517	Q159701
DOID:1686	DB00411	glaucoma	Carbachol	DM	2	1	Q419401	Q159701
DOID:1686	DB00521	glaucoma	Carteolol	DM	2	1	Q546434	Q159701
DOID:1686	DB00575	glaucoma	Clonidine	DM	2	1	Q412221	Q159701
DOID:1686	DB01144	glaucoma	Diclofenamide	DM	2	1	Q3706987	Q159701
DOID:1686	DB00449	glaucoma	Dipivefrin	DM	2	1	Q905952	Q159701
DOID:1686	DB00869	glaucoma	Dorzolamide	DM	3	2	Q415401	Q159701
DOID:1686	DB01057	glaucoma	Echothiophate	DM	2	1	Q4352952	Q159701
DOID:1686	DB00654	glaucoma	Latanoprost	DM	3	4	Q634959	Q159701
DOID:1686	DB01210	glaucoma	Levobunolol	DM	2	2	Q408556	Q159701
DOID:1686	DB00703	glaucoma	Methazolamide	DM	2	1	Q1149099	Q159701
DOID:1686	DB01214	glaucoma	Metipranolol	DM	2	1	Q6593346	Q159701
DOID:1686	DB00981	glaucoma	Physostigmine	DM	2	1	Q410595	Q159701
DOID:1686	DB01085	glaucoma	Pilocarpine	DM	2	2	Q411461	Q159701
DOID:1686	DB00373	glaucoma	Timolol	DM	3	2	Q413994	Q159701
DOID:1686	DB00287	glaucoma	Travoprost	DM	2	4	Q2193376	Q159701
DOID:1686	DB00668	glaucoma	Epinephrine	SYM	2	3	Q132621	Q159701
DOID:1686	DB00742	glaucoma	Mannitol	SYM	2	1	Q407646	Q159701
DOID:1686	DB00305	glaucoma	Mitomycin	NOT	2	1	Q19856779	Q159701
DOID:1686	DB00388	glaucoma	Phenylephrine	NOT	3	2	Q421910	Q159701
DOID:13189	DB00437	gout	Allopurinol	DM	3	2	Q412486	Q133087
DOID:13189	DB01394	gout	Colchicine	DM	2	3	Q326224	Q133087
DOID:13189	DB00741	gout	Hydrocortisone	DM	1	1	Q190875	Q133087
DOID:13189	DB00328	gout	Indomethacin	DM	1	2	Q409231	Q133087
DOID:13189	DB00959	gout	Methylprednisolone	DM	1	1	Q417222	Q133087
DOID:13189	DB00788	gout	Naproxen	DM	1	2	Q1215575	Q133087
DOID:13189	DB00860	gout	Prednisolone	DM	2	2	Q11426176	Q133087
DOID:13189	DB00635	gout	Prednisone	DM	2	2	Q424972	Q133087
DOID:13189	DB01032	gout	Probenecid	DM	3	3	Q900898	Q133087
DOID:13189	DB00945	gout	Acetylsalicylic acid	SYM	2	1	Q18216	Q133087
DOID:11934	DB01248	head and neck cancer	Docetaxel	DM	3	1	Q420436	Q1783924
DOID:11934	DB00544	head and neck cancer	Fluorouracil	DM	3	1	Q238512	Q1783924
DOID:11934	DB01005	head and neck cancer	Hydroxyurea	DM	3	1	Q212272	Q1783924
DOID:11934	DB00570	head and neck cancer	Vinblastine	DM	3	1	Q282629	Q1783924
DOID:11934	DB01085	head and neck cancer	Pilocarpine	SYM	3	1	Q411461	Q1783924
DOID:2531	DB00523	hematologic cancer	Alitretinoin	DM	2	1	Q3611854	Q18975047
DOID:2531	DB00261	hematologic cancer	Anagrelide	DM	3	1	Q408163	Q18975047
DOID:2531	DB00443	hematologic cancer	Betamethasone	DM	1	2	Q416132	Q18975047
DOID:2531	DB00307	hematologic cancer	Bexarotene	DM	3	2	Q418192	Q18975047
DOID:2531	DB00290	hematologic cancer	Bleomycin	DM	3	1	Q415571	Q18975047
DOID:2531	DB00188	hematologic cancer	Bortezomib	DM	3	3	Q419319	Q18975047
DOID:2531	DB01008	hematologic cancer	Busulfan	DM	3	2	Q348922	Q18975047
DOID:2531	DB00262	hematologic cancer	Carmustine	DM	3	2	Q415869	Q18975047
DOID:2531	DB00291	hematologic cancer	Chlorambucil	DM	3	1	Q415939	Q18975047
DOID:2531	DB00515	hematologic cancer	Cisplatin	DM	3	1	Q412415	Q18975047
DOID:2531	DB00242	hematologic cancer	Cladribine	DM	3	2	Q414030	Q18975047
DOID:2531	DB00631	hematologic cancer	Clofarabine	DM	3	2	Q5134875	Q18975047
DOID:2531	DB00987	hematologic cancer	Cytarabine	DM	3	2	Q180983	Q18975047
DOID:2531	DB00851	hematologic cancer	Dacarbazine	DM	3	2	Q416975	Q18975047
DOID:2531	DB01254	hematologic cancer	Dasatinib	DM	3	3	Q419940	Q18975047
DOID:2531	DB00694	hematologic cancer	Daunorubicin	DM	3	2	Q411659	Q18975047
DOID:2531	DB01234	hematologic cancer	Dexamethasone	DM	1	3	Q422252	Q18975047
DOID:2531	DB00997	hematologic cancer	Doxorubicin	DM	3	2	Q18936	Q18975047
DOID:2531	DB00445	hematologic cancer	Epirubicin	DM	3	1	Q425122	Q18975047
DOID:2531	DB00773	hematologic cancer	Etoposide	DM	3	2	Q418817	Q18975047
DOID:2531	DB01073	hematologic cancer	Fludarabine	DM	3	2	Q185916	Q18975047
DOID:2531	DB00441	hematologic cancer	Gemcitabine	DM	2	1	Q414143	Q18975047
DOID:2531	DB01005	hematologic cancer	Hydroxyurea	DM	3	2	Q212272	Q18975047
DOID:2531	DB01177	hematologic cancer	Idarubicin	DM	3	2	Q1063862	Q18975047
DOID:2531	DB01181	hematologic cancer	Ifosfamide	DM	3	1	Q418560	Q18975047
DOID:2531	DB00619	hematologic cancer	Imatinib	DM	3	3	Q177094	Q18975047
DOID:2531	DB00762	hematologic cancer	Irinotecan	DM	2	2	Q412197	Q18975047
DOID:2531	DB00480	hematologic cancer	Lenalidomide	DM	3	1	Q425681	Q18975047
DOID:2531	DB01206	hematologic cancer	Lomustine	DM	3	1	Q415378	Q18975047
DOID:2531	DB00888	hematologic cancer	Mechlorethamine	DM	3	1	Q418011	Q18975047
DOID:2531	DB01042	hematologic cancer	Melphalan	DM	3	2	Q2298283	Q18975047
DOID:2531	DB01033	hematologic cancer	Mercaptopurine	DM	3	2	Q418529	Q18975047
DOID:2531	DB00563	hematologic cancer	Methotrexate	DM	3	3	Q422232	Q18975047
DOID:2531	DB00553	hematologic cancer	Methoxsalen	DM	3	1	Q408570	Q18975047
DOID:2531	DB01204	hematologic cancer	Mitoxantrone	DM	2	2	Q239426	Q18975047
DOID:2531	DB01280	hematologic cancer	Nelarabine	DM	3	1	Q1216264	Q18975047
DOID:2531	DB04868	hematologic cancer	Nilotinib	DM	3	1	Q412327	Q18975047
DOID:2531	DB00552	hematologic cancer	Pentostatin	DM	3	1	Q425470	Q18975047
DOID:2531	DB00860	hematologic cancer	Prednisolone	DM	1	2	Q11426176	Q18975047
DOID:2531	DB00635	hematologic cancer	Prednisone	DM	1	3	Q424972	Q18975047
DOID:2531	DB01168	hematologic cancer	Procarbazine	DM	3	1	Q418656	Q18975047
DOID:2531	DB08877	hematologic cancer	Ruxolitinib	DM	3	1	Q7383611	Q18975047
DOID:2531	DB00444	hematologic cancer	Teniposide	DM	3	2	Q417555	Q18975047
DOID:2531	DB01041	hematologic cancer	Thalidomide	DM	3	1	Q203174	Q18975047
DOID:2531	DB04572	hematologic cancer	Thiotepa	DM	3	1	Q416507	Q18975047
DOID:2531	DB00352	hematologic cancer	Tioguanine	DM	3	1	Q385347	Q18975047
DOID:2531	DB00620	hematologic cancer	Triamcinolone	DM	1	2	Q1074056	Q18975047
DOID:2531	DB00570	hematologic cancer	Vinblastine	DM	3	2	Q282629	Q18975047
DOID:2531	DB00541	hematologic cancer	Vincristine	DM	3	2	Q408977	Q18975047
DOID:2531	DB00361	hematologic cancer	Vinorelbine	DM	2	2	Q420532	Q18975047
