disease_id	disease_name	treats	palliates	total_edges
Q27674800	amelogenesis imperfecta type 3	0	0	1
Q27674798	amelogenesis imperfecta type 4	0	0	1
Q334655	amenorrhea	7	0	8
Q16002876	ametropic amblyopia	0	0	2
Q18558086	amino acid metabolic disorder	0	0	29
Q11072	amnestic disorder	0	0	5
Q15460254	amoebic dysentery	1	0	2
Q18557338	amphetamine abuse	0	0	1
Q18555960	ampulla of Vater adenocarcinoma	0	0	7
Q18556910	ampulla of Vater adenosquamous carcinoma	0	0	3
Q18553760	ampulla of Vater cancer	0	0	3
Q18556558	ampulla of Vater carcinoma	0	0	7
Q18556736	ampulla of Vater clear cell adenocarcinoma	0	0	2
Q18556026	ampulla of Vater mucinous adenocarcinoma	0	0	2
Q18553761	ampulla of Vater neoplasm	0	0	3
Q18557487	ampulla of Vater small cell carcinoma	0	0	2
Q18556842	ampulla of Vater squamous cell carcinoma	0	0	3
Q18555959	ampullary signet ring cell adenocarcinoma	0	0	1
Q481787	amusia	0	0	2
Q18557354	amyloid tumor	0	0	1
Q816798	amyloidosis	1	0	8
Q21124521	amyotrohpic lateral sclerosis type 22	0	0	1
Q206901	amyotrophic lateral sclerosis	1	0	95
Q18553713	amyotrophic lateral sclerosis type 1	0	0	1
Q18553718	amyotrophic lateral sclerosis type 10	0	0	1
Q18553719	amyotrophic lateral sclerosis type 11	0	0	1
Q18553720	amyotrophic lateral sclerosis type 12	0	0	1
Q18553721	amyotrophic lateral sclerosis type 13	0	0	2
Q18553722	amyotrophic lateral sclerosis type 14	0	0	1
Q18553723	amyotrophic lateral sclerosis type 15	0	0	1
Q18553724	amyotrophic lateral sclerosis type 16	0	0	1
Q18553725	amyotrophic lateral sclerosis type 17	0	0	1
Q18553726	amyotrophic lateral sclerosis type 18	0	0	1
Q18553727	amyotrophic lateral sclerosis type 19	0	0	1
Q18966079	amyotrophic lateral sclerosis type 2	0	0	1
Q18553728	amyotrophic lateral sclerosis type 20	0	0	1
Q18553729	amyotrophic lateral sclerosis type 21	0	0	1
Q18553714	amyotrophic lateral sclerosis type 3	0	0	1
Q18553715	amyotrophic lateral sclerosis type 4	0	0	1
Q18966081	amyotrophic lateral sclerosis type 5	0	0	1
Q18553716	amyotrophic lateral sclerosis type 6	0	0	1
Q18966083	amyotrophic lateral sclerosis type 7	0	0	1
Q18553451	amyotrophic lateral sclerosis type 8	0	0	1
Q18553717	amyotrophic lateral sclerosis type 9	0	0	1
Q18553855	amyotrophic neuralgia	0	0	1
Q3044887	anaclitic depression	0	0	1
Q18554795	anaerobic meningitis	0	0	1
Q18558008	anaerobic pneumonia	0	0	1
Q18557501	anal Buschke-Lowenstein tumor	0	0	1
Q18555935	anal Paget's disease	0	0	3
Q18557840	anal canal Paget's disease	0	0	2
Q18556025	anal canal adenocarcinoma	0	0	4
Q18553403	anal canal cancer	0	0	4
Q18557149	anal canal carcinoma	0	0	4
Q18557502	anal canal squamous cell carcinoma	0	0	3
Q18556540	anal carcinoma	0	0	5
Q18558058	anal carcinoma in situ	0	0	1
Q18556024	anal colloid adenocarcinoma	0	0	2
Q484765	anal fistula	0	0	1
Q18557634	anal gland adenocarcinoma	0	0	1
Q18556379	anal gland neoplasm	0	0	1
Q18556262	anal margin basal cell carcinoma	0	0	2
Q18556263	anal margin carcinoma	0	0	5
Q18554275	anal margin squamous cell carcinoma	0	0	2
Q18556857	anal neuroendocrine tumor	0	0	3
Q18554071	anal spasm	0	0	1
Q18556840	anal squamous cell carcinoma	0	0	4
Q18553446	anaplastic large cell lymphoma	0	0	1
Q18554488	anatomical narrow angle borderline glaucoma	0	0	1
Q18553372	anauxetic dysplasia	0	0	1
Q11679861	ancylostomiasis	3	0	5
Q512313	androgen insensitivity syndrome	0	0	4
Q2276095	androgenic alopecia	0	0	1
Q5445	anemia	4	0	14
Q4761649	anemia of prematurity	0	0	1
Q529292	anencephaly	0	0	2
Q18553273	aneruptive fever	0	0	1
Q539491	angiodysplasia	0	0	2
Q18553955	angiodysplasia of intestine	0	0	2
Q1129007	angioedema	1	0	3
Q4763261	angioid streaks	0	0	2
Q18558223	angioid streaks of choroid	0	0	3
Q2033138	angiokeratoma	0	0	3
Q18557076	angiokeratoma circumscriptum	0	0	1
Q1437103	angiokeratoma of Fordyce	0	0	2
Q18557075	angiokeratoma of mibelli	0	0	1
Q4763273	angiolipoma	0	0	3
Q4763279	angioma serpiginosum	0	0	1
Q18557286	angiomatous meningioma	0	0	1
Q539681	angiomyolipoma	0	0	3
Q18556253	angiomyoma	0	0	2
Q2619091	angiosarcoma	0	0	15
Q2558586	angiostrongyliasis	0	0	1
Q18554545	angle-closure glaucoma	2	0	4
Q18555083	angular blepharoconjunctivitis	0	0	1
Q1456558	angular cheilitis	0	0	1
Q545408	anhidrosis	0	0	4
Q944108	animal phobia	0	0	1
Q548719	aniridia	0	0	1
Q3091959	anisakiasis	0	0	1
Q548913	aniseikonia	0	0	1
Q3961657	anismus	0	0	2
Q247978	anisometropia	0	0	1
Q557552	ankyloglossia	0	0	1
Q52849	ankylosing spondylitis	4	0	11
Q418418	ankylosis	0	0	2
Q771310	anodontia	0	0	2
Q208726	anogenital venereal wart	3	0	4
Q881480	anomalous left coronary artery from the pulmonary artery	0	0	1
Q26739327	anomalous trichromacy	0	0	1
Q22443772	anonychia congenita	0	0	1
Q18553991	anorectal stricture	0	0	1
Q131749	anorexia nervosa	0	0	14
Q567869	anosognosia	0	0	2
Q25556	anovulation	0	0	1
Q4771330	anterior cerebral artery infarction	0	0	2
Q18556122	anterior compartment syndrome	0	0	1
Q595083	anterior compartment syndrome of the lower leg	0	0	1
Q18554291	anterior corneal pigmentation	0	0	2
Q18556325	anterior cranial fossa meningioma	0	0	3
Q18555087	anterior dislocation of lens	0	0	2
Q18557235	anterior foramen magnum meningioma	0	0	1
Q4771350	anterior horn cell disease	0	0	1
Q362719	anterior ischemic optic neuropathy	0	0	4
Q18557223	anterior optic tract meningioma	0	0	1
Q18554603	anterior scleritis	0	0	3
Q3108583	anterior segment mesenchymal dysgenesis	0	0	2
Q706952	anterior spinal artery syndrome	0	0	2
Q18557890	anterior urethra cancer	0	0	1
Q3154357	anterior uveitis	1	0	5
Q572111	anterograde amnesia	0	0	1
Q18557032	anterolateral myocardial infarction	0	0	1
Q18557043	anteroseptal myocardial infarction	0	0	1
Q18553838	anthracosilicosis	0	0	1
Q574329	anthracosis	0	0	1
Q129104	anthrax disease	4	0	11
Q18556476	anti-basement membrane glomerulonephritis	0	0	1
Q18554152	antidepressant type abuse	0	0	1
Q582207	antiphospholipid syndrome	0	0	1
Q118418	antisocial personality disorder	0	0	1
Q3704732	antithrombin III deficiency	0	0	1
Q612681	anuria	1	0	2
Q18555936	anus adenocarcinoma	0	0	5
Q18557500	anus basaloid carcinoma	0	0	2
Q484827	anus cancer	0	0	7
Q484797	anus disease	0	0	6
Q18556637	anus leiomyoma	0	0	3
Q18556704	anus leiomyosarcoma	0	0	2
Q18554690	anus lymphoma	0	0	2
Q18556380	anus neoplasm	0	0	3
Q18556183	anus rhabdomyosarcoma	0	0	2
Q18556184	anus sarcoma	0	0	4
Q544006	anxiety disorder	27	0	36
Q18556356	aorta angiosarcoma	0	0	2
Q18554664	aorta atresia	0	0	1
Q616003	aortic aneurysm	0	0	3
Q18553821	aortic atherosclerosis	0	0	1
Q18556675	aortic disease	0	0	5
Q18557911	aortic malignant tumor	0	0	1
Q18557169	aortic valve disease	0	0	4
Q616087	aortic valve insufficiency	0	0	1
Q18556686	aortic valve prolapse	0	0	1
Q531019	aortic valve stenosis	0	0	5
Q616088	aortitis	0	0	1
Q2836	aphasia	0	0	3
Q189956	aphthous stomatitis	1	0	2
Q18557035	apical myocardial infarction	0	0	1
Q846316	aplastic anemia	0	0	6
Q19000434	apocrine adenocarcinoma	0	0	4
Q18556108	apocrine adenoma	0	0	2
Q18557093	apocrine adenosis of breast	0	0	2
Q18556559	apocrine sweat gland cancer	0	0	2
Q18557050	apocrine sweat gland neoplasm	0	0	6
Q2065747	apparent mineralocorticoid excess syndrome	0	0	1
Q18557851	appendiceal L-cell glucagon-like peptide producing tumor	0	0	1
Q18554044	appendiceal neoplasm	0	0	1
Q121041	appendicitis	1	0	2
Q18555993	appendix adenocarcinoma	0	0	3
Q4781026	appendix cancer	0	0	6
Q18553554	appendix carcinoid tumor	0	0	1
Q18556534	appendix carcinoma	0	0	3
Q18556645	appendix leiomyoma	0	0	1
Q18554045	appendix lymphoma	0	0	2
Q18555991	appendix mucinous cystadenocarcinoma	0	0	2
Q1859754	apperceptive agnosia	0	0	4
Q23037753	apple allergy	0	0	1
Q498916	apraxia	0	0	3
Q23037754	apricot allergy	0	0	1
Q18554017	aqueous misdirection	0	0	1
Q2669284	arachnoiditis	0	0	1
Q120136	arcus senilis	0	0	1
Q1654860	argininosuccinic aciduria	0	0	1
Q648982	argyria	0	0	1
Q21154326	ariboflavinosis	1	0	2
Q2555727	arrhythmogenic right ventricular cardiomyopathy	0	0	13
Q2852241	arrhythmogenic right ventricular dysplasia 1	0	0	1
Q27164444	arrhythmogenic right ventricular dysplasia 10	0	0	1
Q27164445	arrhythmogenic right ventricular dysplasia 11	0	0	1
Q27164446	arrhythmogenic right ventricular dysplasia 12	0	0	1
Q27164447	arrhythmogenic right ventricular dysplasia 13	0	0	1
Q27164435	arrhythmogenic right ventricular dysplasia 2	0	0	1
Q27164436	arrhythmogenic right ventricular dysplasia 3	0	0	1
Q27164438	arrhythmogenic right ventricular dysplasia 4	0	0	1
Q27164439	arrhythmogenic right ventricular dysplasia 5	0	0	1
Q27164440	arrhythmogenic right ventricular dysplasia 6	0	0	1
Q27164442	arrhythmogenic right ventricular dysplasia 8	0	0	1
Q27164443	arrhythmogenic right ventricular dysplasia 9	0	0	1
Q18553587	artemis deficiency	0	0	1
Q9366868	arterial calcification of infancy	0	0	1
Q26695607	arterial occlusive disease	17	0	28
Q4216194	arterial tortuosity syndrome	0	0	1
Q4797547	arteriolosclerosis	0	0	3
Q184559	arteriosclerosis	16	0	25
Q19000484	arteriosclerosis obliterans	1	0	3
Q18555060	arteriosclerotic cardiovascular disease	0	0	2
Q1584110	arteriovenous malformation	0	0	4
Q4797551	arteritic anterior ischemic optic neuropathy	0	0	1
Q18965518	artery disease	0	0	19
Q170990	arthritis	3	0	11
Q708176	arthropathy	2	0	23
Q712320	arthus reaction	0	0	2
Q938793	articular cartilage disease	0	0	3
Q18556221	articulation disorder	0	0	4
Q18557995	aryepiglottic fold cancer	0	0	1
Q18557665	asbestos-related lung carcinoma	0	0	1
Q664174	asbestosis	0	0	1
Q842428	ascariasis	4	0	5
Q18555290	ascaridiasis	0	0	1
Q18554729	ascending cholangitis	0	0	1
Q18555023	ascending colon cancer	0	0	2
Q4804182	aseptic meningitis	0	0	2
Q4412533	aspartylglucosaminuria	0	0	1
Q259626	aspergillosis	7	0	13
Q2694437	asphyxia neonatorum	0	0	1
Q677449	aspiration pneumonia	0	0	3
Q2979344	aspiration pneumonitis	0	0	3
Q2254511	associative agnosia	0	0	4
Q739221	astereognosia	0	0	2
Q749159	asthenopia	0	0	1
Q35869	asthma	20	0	66
Q177895	astigmatism	0	0	9
Q4811532	astroblastoma	0	0	1
Q177755	astrocytoma	0	0	19
Q18557649	asymmetric motor neuropathy	0	0	1
Q18553217	asymptomatic dengue	0	0	1
Q18553767	asymptomatic neurosyphilis	0	0	1
Q18557337	asynchronous multifocal osteogenic sarcoma	0	0	1
Q387082	ataxia telangiectasia	0	0	1
Q18553452	ataxia with oculomotor apraxia type 1	0	0	2
Q18553453	ataxia with oculomotor apraxia type 2	0	0	2
Q26492776	ataxia with oculomotor apraxia type 3	0	0	2
Q4812914	ataxic cerebral palsy	0	0	1
Q18553377	atelosteogenesis	0	0	2
Q3874230	atheroembolic renal disease	0	0	2
Q18554798	atheroembolism of kidney	0	0	2
Q12252367	atherosclerosis	0	0	11
Q268667	atopic dermatitis	8	0	23
Q27677625	atopic dermatitis 2	0	0	1
Q27677626	atopic dermatitis 3	0	0	1
Q27677627	atopic dermatitis 4	0	0	1
Q27677628	atopic dermatitis 5	0	0	1
Q27677629	atopic dermatitis 6	0	0	1
Q27677630	atopic dermatitis 7	0	0	1
Q27677631	atopic dermatitis 8	0	0	1
Q27677632	atopic dermatitis 9	0	0	1
Q1437472	atransferrinemia	0	0	2
Q815819	atrial fibrillation	15	0	17
Q757749	atrial heart septal defect	0	0	12
Q27674816	atrial heart septal defect 1	0	0	1
Q27674818	atrial heart septal defect 2	0	0	1
Q27674819	atrial heart septal defect 3	0	0	1
Q27674820	atrial heart septal defect 4	0	0	1
Q27674821	atrial heart septal defect 5	0	0	1
Q27674822	atrial heart septal defect 6	0	0	1
Q27674823	atrial heart septal defect 7	0	0	1
Q27674824	atrial heart septal defect 8	0	0	1
Q27674825	atrial heart septal defect 9	0	0	1
Q300121	atrioventricular block	0	0	5
Q390211	atrioventricular septal defect	0	0	1
Q18557007	atrophic flaccid tympanic membrane	0	0	1
Q1826391	atrophic gastritis	0	0	1
Q18554785	atrophic glossitis	0	0	2
Q18558067	atrophic muscular disease	0	0	3
Q18554339	atrophic nonflaccid tympanic membrane	0	0	1
Q2544887	atrophic rhinitis	0	0	1
Q18554732	atrophic vulva	0	0	1
Q18555051	atrophy of prostate	0	0	1
Q181923	attention deficit hyperactivity disorder	15	0	57
Q25933403	atypical autism	0	0	1
Q18557879	atypical breast papilloma	0	0	1
Q18555976	atypical choroid plexus papilloma	0	0	1
Q11663712	atypical chronic myeloid leukemia	0	0	1
Q2657784	atypical depressive disorder	0	0	1
Q18557896	atypical follicular adenoma	0	0	1
Q18556942	atypical lipomatous tumor	0	0	4
Q18556651	atypical neurofibroma	0	0	1
Q19000455	atypical polypoid adenomyoma	0	0	3
Q631904	atypical teratoid rhabdoid tumor	0	0	1
Q1511436	auditory agnosia	0	0	4
Q18557904	auditory system cancer	0	0	9
Q5325633	auditory system disease	1	0	14
Q18556620	auricular cancer	0	0	1
Q1436063	autism spectrum disorder	0	0	5
Q38404	autistic disorder	4	0	10
Q18553621	autoimmune disease of blood	0	0	3
Q4826340	autoimmune disease of cardiovascular system	0	0	3
Q18553585	autoimmune disease of central nervous system	0	0	3
Q18553586	autoimmune disease of endocrine system	0	0	5
Q18553606	autoimmune disease of exocrine system	0	0	2
Q18553607	autoimmune disease of eyes, ear, nose and throat	0	0	1
Q18553608	autoimmune disease of gastrointestinal tract	0	0	4
Q18553609	autoimmune disease of musculoskeletal system	0	0	5
Q18553610	autoimmune disease of peripheral nervous system	0	0	4
Q18553613	autoimmune disease of skin and connective tissue	0	0	5
Q18556300	autoimmune disease of the nervous system	0	0	4
Q18553620	autoimmune disease of urogenital tract	0	0	4
Q28814	autoimmune hemolytic anemia	1	0	2
Q786844	autoimmune hepatitis	0	0	1
Q1151300	autoimmune lymphoproliferative syndrome	0	0	6
Q27677633	autoimmune lymphoproliferative syndrome type 2A	0	0	1
Q27677634	autoimmune lymphoproliferative syndrome type 2B	0	0	1
Q27674826	autoimmune lymphoproliferative syndrome type 3	0	0	1
Q27677635	autoimmune lymphoproliferative syndrome type 4	0	0	1
Q23037747	autoimmune neuropathy	0	0	1
Q675311	autoimmune polyendocrine syndrome	0	0	4
Q4347774	autoimmune polyendocrine syndrome type 1	0	0	1
Q4117241	autoimmune polyendocrine syndrome type 2	0	0	1
Q638729	autoimmune thrombocytopenic purpura	3	0	5
Q187842	autoimmune thyroiditis	3	0	5
Q18554088	autonomic nervous system disease	0	0	9
Q18555138	autonomic nervous system neoplasm	0	0	5
Q18554095	autonomic neuropathy	0	0	4
Q18553623	autonomic peripheral neuropathy	0	0	2
Q27677594	autosomal dominant Alport syndrome	0	0	1
Q21154040	autosomal dominant Parkinson disease 1	0	0	1
Q22443782	autosomal dominant Parkinson disease 8	0	0	1
Q28065571	autosomal dominant Robinow syndrome 1	0	0	1
Q28065570	autosomal dominant Robinow syndrome 2	0	0	1
Q28065572	autosomal dominant Robinow syndrome 3	0	0	1
Q28024508	autosomal dominant auditory neuropathy 1	0	0	1
Q899726	autosomal dominant cerebellar ataxia	0	0	43
Q21097765	autosomal dominant cerebellar ataxia, deafness and narcolepsy	0	0	1
Q18649173	autosomal dominant chondrodysplasia punctata	0	0	1
Q18553439	autosomal dominant disease	0	0	79
Q4826993	autosomal dominant hypophosphatemic rickets	0	0	1
Q3281252	autosomal dominant intermediate Charcot-Marie-Tooth disease	0	0	1
Q27429765	autosomal dominant limb-girdle muscular dystrophy	0	0	8
Q1531319	autosomal dominant limb-girdle muscular dystrophy type 1A	0	0	1
Q1531320	autosomal dominant limb-girdle muscular dystrophy type 1B	0	0	1
Q1531324	autosomal dominant limb-girdle muscular dystrophy type 1C	0	0	1
Q1531326	autosomal dominant limb-girdle muscular dystrophy type 1E	0	0	1
Q1531328	autosomal dominant limb-girdle muscular dystrophy type 1F	0	0	1
Q1531329	autosomal dominant limb-girdle muscular dystrophy type 1G	0	0	1
Q1531331	autosomal dominant limb-girdle muscular dystrophy type 1H	0	0	1
Q18554808	autosomal dominant microcephaly	0	0	2
Q28024501	autosomal dominant nocturnal frontal lobe epilepsy 1	0	0	1
Q28024502	autosomal dominant nocturnal frontal lobe epilepsy 2	0	0	1
Q28024503	autosomal dominant nocturnal frontal lobe epilepsy 3	0	0	1
Q28024504	autosomal dominant nocturnal frontal lobe epilepsy 4	0	0	1
Q28024505	autosomal dominant nocturnal frontal lobe epilepsy 5	0	0	1
Q19587382	autosomal dominant non-syndromic intellectual disability	0	0	1
Q18553309	autosomal dominant nonsyndromic deafness	0	0	55
Q28024668	autosomal dominant nonsyndromic deafness 1	0	0	1
Q28024669	autosomal dominant nonsyndromic deafness 10	0	0	1
Q28024670	autosomal dominant nonsyndromic deafness 11	0	0	1
Q28024671	autosomal dominant nonsyndromic deafness 12	0	0	1
Q28024672	autosomal dominant nonsyndromic deafness 13	0	0	1
Q28024673	autosomal dominant nonsyndromic deafness 15	0	0	1
Q28024675	autosomal dominant nonsyndromic deafness 16	0	0	1
Q28024676	autosomal dominant nonsyndromic deafness 17	0	0	1
Q28024677	autosomal dominant nonsyndromic deafness 18	0	0	1
Q28024678	autosomal dominant nonsyndromic deafness 20	0	0	1
Q28024679	autosomal dominant nonsyndromic deafness 21	0	0	1
Q28024680	autosomal dominant nonsyndromic deafness 22	0	0	1
Q28024681	autosomal dominant nonsyndromic deafness 23	0	0	1
Q28024682	autosomal dominant nonsyndromic deafness 24	0	0	1
Q28024683	autosomal dominant nonsyndromic deafness 25	0	0	1
Q28024684	autosomal dominant nonsyndromic deafness 27	0	0	1
Q28024685	autosomal dominant nonsyndromic deafness 28	0	0	1
Q28024686	autosomal dominant nonsyndromic deafness 2A	0	0	1
Q28024687	autosomal dominant nonsyndromic deafness 2B	0	0	1
Q28024688	autosomal dominant nonsyndromic deafness 30	0	0	1
Q28024689	autosomal dominant nonsyndromic deafness 31	0	0	1
Q28024690	autosomal dominant nonsyndromic deafness 33	0	0	1
Q28024691	autosomal dominant nonsyndromic deafness 36	0	0	1
Q28024692	autosomal dominant nonsyndromic deafness 3A	0	0	1
Q28024693	autosomal dominant nonsyndromic deafness 3B	0	0	1
Q28024694	autosomal dominant nonsyndromic deafness 40	0	0	1
Q28024695	autosomal dominant nonsyndromic deafness 41	0	0	1
Q28024696	autosomal dominant nonsyndromic deafness 43	0	0	1
Q28024697	autosomal dominant nonsyndromic deafness 44	0	0	1
Q28024698	autosomal dominant nonsyndromic deafness 47	0	0	1
Q28024699	autosomal dominant nonsyndromic deafness 48	0	0	1
Q28024701	autosomal dominant nonsyndromic deafness 49	0	0	1
Q28024702	autosomal dominant nonsyndromic deafness 4A	0	0	1
Q28024703	autosomal dominant nonsyndromic deafness 4B	0	0	1
Q28024704	autosomal dominant nonsyndromic deafness 5	0	0	1
Q28024705	autosomal dominant nonsyndromic deafness 50	0	0	1
Q28024706	autosomal dominant nonsyndromic deafness 51	0	0	1
Q28024707	autosomal dominant nonsyndromic deafness 52	0	0	1
Q28024708	autosomal dominant nonsyndromic deafness 53	0	0	1
Q28024709	autosomal dominant nonsyndromic deafness 54	0	0	1
Q28024710	autosomal dominant nonsyndromic deafness 56	0	0	1
Q28024711	autosomal dominant nonsyndromic deafness 58	0	0	1
Q28024713	autosomal dominant nonsyndromic deafness 59	0	0	1
Q28024714	autosomal dominant nonsyndromic deafness 6	0	0	1
Q28024715	autosomal dominant nonsyndromic deafness 64	0	0	1
Q28024716	autosomal dominant nonsyndromic deafness 65	0	0	1
Q28024717	autosomal dominant nonsyndromic deafness 66	0	0	1
Q28024718	autosomal dominant nonsyndromic deafness 67	0	0	1
Q28024719	autosomal dominant nonsyndromic deafness 68	0	0	1
Q28024720	autosomal dominant nonsyndromic deafness 69	0	0	1
Q28024721	autosomal dominant nonsyndromic deafness 7	0	0	1
Q28024722	autosomal dominant nonsyndromic deafness 70	0	0	1
Q28024723	autosomal dominant nonsyndromic deafness 9	0	0	1
Q19833018	autosomal dominant sideroblastic anemia	0	0	1
Q3508605	autosomal dominant type IV Ehlers-Danlos syndrome	0	0	1
Q18553442	autosomal genetic disease	0	0	9
Q27677596	autosomal recessive Alport syndrome	0	0	1
Q28065569	autosomal recessive Robinow syndrome	0	0	1
Q16662546	autosomal recessive axonal hereditary motor and sensory neuropathy	0	0	1
Q4826996	autosomal recessive cerebellar ataxia	0	0	23
Q27982006	autosomal recessive congenital ichthyosis	0	0	14
Q28024490	autosomal recessive congenital ichthyosis 1	0	0	1
Q28024536	autosomal recessive congenital ichthyosis 10	0	0	1
Q28024537	autosomal recessive congenital ichthyosis 11	0	0	1
Q28024527	autosomal recessive congenital ichthyosis 2	0	0	1
Q28024528	autosomal recessive congenital ichthyosis 3	0	0	1
Q28024529	autosomal recessive congenital ichthyosis 4A	0	0	1
Q266421	autosomal recessive congenital ichthyosis 4B	0	0	1
Q28024531	autosomal recessive congenital ichthyosis 5	0	0	1
Q28024532	autosomal recessive congenital ichthyosis 6	0	0	1
Q28024533	autosomal recessive congenital ichthyosis 7	0	0	1
Q28024534	autosomal recessive congenital ichthyosis 8	0	0	1
Q28024535	autosomal recessive congenital ichthyosis 9	0	0	1
Q18553440	autosomal recessive disease	0	0	70
Q21127478	autosomal recessive early-onset Parkinson disease 15	0	0	1
Q21694572	autosomal recessive early-onset Parkinson disease 7	0	0	1
Q21097764	autosomal recessive hypophosphatemic rickets	0	0	1
Q16662548	autosomal recessive intermediate Charcot-Marie-Tooth disease	0	0	1
Q21154041	autosomal recessive juvenile Parkinson disease 2	0	0	1
Q27429766	autosomal recessive limb-girdle muscular dystrophy	0	0	25
Q17177467	autosomal recessive limb-girdle muscular dystrophy type 2A	0	0	1
Q27677697	autosomal recessive limb-girdle muscular dystrophy type 2B	0	0	1
Q27677698	autosomal recessive limb-girdle muscular dystrophy type 2C	0	0	1
Q27677699	autosomal recessive limb-girdle muscular dystrophy type 2D	0	0	1
Q27677700	autosomal recessive limb-girdle muscular dystrophy type 2E	0	0	1
Q27677701	autosomal recessive limb-girdle muscular dystrophy type 2F	0	0	1
Q1531333	autosomal recessive limb-girdle muscular dystrophy type 2G	0	0	1
Q27677704	autosomal recessive limb-girdle muscular dystrophy type 2H	0	0	1
Q22965446	autosomal recessive limb-girdle muscular dystrophy type 2I	0	0	1
Q27677705	autosomal recessive limb-girdle muscular dystrophy type 2J	0	0	1
Q1002195	autosomal recessive limb-girdle muscular dystrophy type 2K	0	0	1
Q1531335	autosomal recessive limb-girdle muscular dystrophy type 2L	0	0	1
Q1531338	autosomal recessive limb-girdle muscular dystrophy type 2M	0	0	1
Q27677718	autosomal recessive limb-girdle muscular dystrophy type 2N	0	0	1
Q1531337	autosomal recessive limb-girdle muscular dystrophy type 2O	0	0	1
Q15812428	autosomal recessive limb-girdle muscular dystrophy type 2P	0	0	1
Q27677707	autosomal recessive limb-girdle muscular dystrophy type 2Q	0	0	1
Q27677708	autosomal recessive limb-girdle muscular dystrophy type 2R	0	0	1
Q15812429	autosomal recessive limb-girdle muscular dystrophy type 2S	0	0	1
Q27677713	autosomal recessive limb-girdle muscular dystrophy type 2T	0	0	1
Q27677714	autosomal recessive limb-girdle muscular dystrophy type 2U	0	0	1
Q27429767	autosomal recessive limb-girdle muscular dystrophy type 2W	0	0	1
Q27429769	autosomal recessive limb-girdle muscular dystrophy type 2X	0	0	1
Q27429768	autosomal recessive limb-girdle muscular dystrophy type 2Y	0	0	1
Q19587384	autosomal recessive non-syndromic intellectual disability	0	0	1
Q18553310	autosomal recessive nonsyndromic deafness	0	0	80
Q28024587	autosomal recessive nonsyndromic deafness 101	0	0	1
Q28024588	autosomal recessive nonsyndromic deafness 102	0	0	1
Q28024589	autosomal recessive nonsyndromic deafness 103	0	0	1
Q28024590	autosomal recessive nonsyndromic deafness 104	0	0	1
Q28024591	autosomal recessive nonsyndromic deafness 105	0	0	1
Q28024592	autosomal recessive nonsyndromic deafness 12	0	0	1
Q28024593	autosomal recessive nonsyndromic deafness 13	0	0	1
Q28024594	autosomal recessive nonsyndromic deafness 14	0	0	1
Q28024595	autosomal recessive nonsyndromic deafness 15	0	0	1
Q28024596	autosomal recessive nonsyndromic deafness 16	0	0	1
Q28024597	autosomal recessive nonsyndromic deafness 17	0	0	1
Q28024598	autosomal recessive nonsyndromic deafness 18A	0	0	1
Q28024599	autosomal recessive nonsyndromic deafness 18B	0	0	1
Q28024600	autosomal recessive nonsyndromic deafness 1A	0	0	1
Q28024601	autosomal recessive nonsyndromic deafness 1B	0	0	1
Q28024602	autosomal recessive nonsyndromic deafness 2	0	0	1
Q28024603	autosomal recessive nonsyndromic deafness 20	0	0	1
Q28024604	autosomal recessive nonsyndromic deafness 21	0	0	1
Q28024605	autosomal recessive nonsyndromic deafness 22	0	0	1
Q28024606	autosomal recessive nonsyndromic deafness 23	0	0	1
Q28024607	autosomal recessive nonsyndromic deafness 24	0	0	1
Q28024608	autosomal recessive nonsyndromic deafness 25	0	0	1
Q28024609	autosomal recessive nonsyndromic deafness 26	0	0	1
Q28024610	autosomal recessive nonsyndromic deafness 27	0	0	1
Q28024612	autosomal recessive nonsyndromic deafness 28	0	0	1
Q28024614	autosomal recessive nonsyndromic deafness 29	0	0	1
Q28024615	autosomal recessive nonsyndromic deafness 3	0	0	1
Q28024616	autosomal recessive nonsyndromic deafness 30	0	0	1
Q28024617	autosomal recessive nonsyndromic deafness 31	0	0	1
Q28024618	autosomal recessive nonsyndromic deafness 32	0	0	1
Q28024619	autosomal recessive nonsyndromic deafness 33	0	0	1
Q28024620	autosomal recessive nonsyndromic deafness 35	0	0	1
Q28024621	autosomal recessive nonsyndromic deafness 36	0	0	1
Q28024622	autosomal recessive nonsyndromic deafness 37	0	0	1
Q28024623	autosomal recessive nonsyndromic deafness 38	0	0	1
Q28024624	autosomal recessive nonsyndromic deafness 39	0	0	1
Q28024625	autosomal recessive nonsyndromic deafness 4	0	0	1
Q28024626	autosomal recessive nonsyndromic deafness 40	0	0	1
Q28024627	autosomal recessive nonsyndromic deafness 42	0	0	1
Q28024628	autosomal recessive nonsyndromic deafness 44	0	0	1
Q28024629	autosomal recessive nonsyndromic deafness 45	0	0	1
Q28024630	autosomal recessive nonsyndromic deafness 46	0	0	1
Q28024631	autosomal recessive nonsyndromic deafness 47	0	0	1
Q28024632	autosomal recessive nonsyndromic deafness 48	0	0	1
Q28024633	autosomal recessive nonsyndromic deafness 49	0	0	1
Q28024634	autosomal recessive nonsyndromic deafness 5	0	0	1
Q28024635	autosomal recessive nonsyndromic deafness 51	0	0	1
Q28024636	autosomal recessive nonsyndromic deafness 53	0	0	1
Q28024637	autosomal recessive nonsyndromic deafness 55	0	0	1
Q28024638	autosomal recessive nonsyndromic deafness 59	0	0	1
