compound_id	compound_name	treats	palliates	total_edges
Q15628325	Q15628325	0	0	1
Q15628326	Q15628326	0	0	1
Q15628327	Q15628327	0	0	2
Q15628328	Q15628328	0	0	1
Q15628331	Q15628331	0	0	1
Q15628332	Q15628332	0	0	1
Q15628333	Q15628333	0	0	1
Q15628334	Q15628334	0	0	1
Q15628335	Q15628335	0	0	2
Q15628337	Q15628337	0	0	2
Q15628338	Q15628338	0	0	1
Q15628340	Q15628340	0	0	1
Q15628341	Q15628341	0	0	1
Q15628342	Q15628342	0	0	1
Q15628344	Q15628344	0	0	1
Q15628346	Q15628346	0	0	1
Q15628349	Q15628349	0	0	1
Q15628351	Q15628351	0	0	2
Q15628352	Q15628352	0	0	1
Q15628354	Q15628354	0	0	1
Q15628360	Q15628360	0	0	1
Q15628361	Q15628361	0	0	1
Q15628362	Q15628362	0	0	1
Q15628367	Q15628367	0	0	1
Q15628368	Q15628368	0	0	2
Q15628369	Q15628369	0	0	2
Q15628372	Q15628372	0	0	1
Q15628373	Q15628373	0	0	1
Q15628374	Q15628374	0	0	2
Q15628375	Q15628375	0	0	1
Q15628377	Q15628377	0	0	1
Q15628378	Q15628378	0	0	1
Q15628379	Q15628379	0	0	1
Q15628380	Q15628380	0	0	1
Q15628381	Q15628381	0	0	1
Q15628382	Q15628382	0	0	1
Q15628384	Q15628384	0	0	1
Q15628385	Q15628385	0	0	2
Q15628388	Q15628388	0	0	2
Q15628389	Q15628389	0	0	2
Q15628391	Q15628391	0	0	1
Q15628406	Q15628406	0	0	1
Q15628409	Q15628409	0	0	1
Q15628434	Q15628434	0	0	1
Q15628438	Q15628438	0	0	1
Q15628439	Q15628439	0	0	1
Q15629418	Q15629418	0	0	1
Q15629419	Q15629419	0	0	1
Q15630567	Q15630567	0	0	1
Q15632856	Q15632856	0	0	1
Q15632880	Q15632880	0	0	1
Q15643847	Q15643847	0	0	1
Q15643857	Q15643857	0	0	1
Q15725524	Q15725524	0	0	1
Q15725525	Q15725525	0	0	1
Q15725526	Q15725526	0	0	1
Q15725527	Q15725527	0	0	1
Q15725536	Q15725536	0	0	1
Q15725537	Q15725537	0	0	2
Q15725538	Q15725538	0	0	1
Q15725539	Q15725539	0	0	1
Q15725540	Q15725540	0	0	2
Q15725544	Q15725544	0	0	1
Q15725545	Q15725545	0	0	1
Q15725551	Q15725551	0	0	1
Q15725552	Q15725552	0	0	1
Q15725556	Q15725556	0	0	1
Q15845715	Q15845715	0	0	1
Q15966013	Q15966013	0	0	1
Q15993180	Q15993180	0	0	2
Q16524831	Q16524831	0	0	1
Q16524834	Q16524834	0	0	1
Q16524837	Q16524837	0	0	1
Q16524916	Q16524916	0	0	1
Q16534040	Q16534040	0	0	1
Q16534043	Q16534043	0	0	2
Q16626311	Q16626311	0	0	1
Q16626316	Q16626316	0	0	1
Q16635963	Q16635963	0	0	1
Q16635969	Q16635969	0	0	1
Q16635972	Q16635972	0	0	1
Q16635981	Q16635981	0	0	1
Q16635993	Q16635993	0	0	1
Q16635998	Q16635998	0	0	1
Q16636009	Q16636009	0	0	1
Q16636240	Q16636240	0	0	1
Q16636709	Q16636709	0	0	1
Q16636743	Q16636743	0	0	1
Q16644455	Q16644455	0	0	1
Q16644576	Q16644576	0	0	1
Q16644625	Q16644625	0	0	1
Q16655234	Q16655234	0	0	1
Q16661875	Q16661875	0	0	1
Q16676035	Q16676035	0	0	1
Q16676068	Q16676068	0	0	2
Q16677451	Q16677451	0	0	1
Q16681086	Q16681086	0	0	1
Q16682758	Q16682758	0	0	1
Q16682765	Q16682765	0	0	1
Q16683482	Q16683482	0	0	2
Q16685889	Q16685889	0	0	1
Q16695987	Q16695987	0	0	2
Q16695989	Q16695989	0	0	1
Q16695999	Q16695999	0	0	2
Q16696003	Q16696003	0	0	1
Q16697617	Q16697617	0	0	1
Q16697633	Q16697633	0	0	2
Q16701694	Q16701694	0	0	2
Q16701696	Q16701696	0	0	1
Q16703007	Q16703007	0	0	1
Q16703259	Q16703259	0	0	1
Q16704573	Q16704573	0	0	1
Q16705319	Q16705319	0	0	2
Q16705321	Q16705321	0	0	1
Q16705323	Q16705323	0	0	2
Q16705822	Q16705822	0	0	1
Q16705824	Q16705824	0	0	1
Q16705832	Q16705832	0	0	1
Q16705840	Q16705840	0	0	1
Q16705858	Q16705858	0	0	1
Q16706905	Q16706905	0	0	1
Q16707512	Q16707512	0	0	1
Q16707514	Q16707514	0	0	1
Q16707516	Q16707516	0	0	1
Q16712469	Q16712469	0	0	1
Q16712471	Q16712471	0	0	1
Q16712479	Q16712479	0	0	1
Q16712736	Q16712736	0	0	1
Q16712740	Q16712740	0	0	1
Q16712744	Q16712744	0	0	1
Q16712746	Q16712746	0	0	1
Q16712756	Q16712756	0	0	1
Q16714115	Q16714115	0	0	1
Q16715938	Q16715938	0	0	1
Q16715944	Q16715944	0	0	1
Q16715969	Q16715969	0	0	1
Q16854882	Q16854882	0	0	1
Q16854883	Q16854883	0	0	1
Q16913015	Q16913015	0	0	1
Q16913036	Q16913036	0	0	1
Q16913041	Q16913041	0	0	1
Q17057130	Q17057130	0	0	1
Q17057440	Q17057440	0	0	1
Q1722251	Q1722251	0	0	2
Q17325760	Q17325760	0	0	1
Q17325761	Q17325761	0	0	1
Q17325762	Q17325762	0	0	1
Q17333369	Q17333369	0	0	1
Q17462447	Q17462447	0	0	1
Q17488178	Q17488178	0	0	1
Q17494976	Q17494976	0	0	2
Q17495006	Q17495006	0	0	2
Q17549712	Q17549712	0	0	1
Q17562755	Q17562755	0	0	1
Q17562757	Q17562757	0	0	1
Q17562759	Q17562759	0	0	1
Q17562760	Q17562760	0	0	1
Q17563002	Q17563002	0	0	1
Q17563004	Q17563004	0	0	1
Q17563009	Q17563009	0	0	1
Q17563012	Q17563012	0	0	1
Q17749247	Q17749247	0	0	1
Q17749250	Q17749250	0	0	1
Q17749522	Q17749522	0	0	1
Q17749529	Q17749529	0	0	1
Q17749533	Q17749533	0	0	1
Q17749536	Q17749536	0	0	1
Q17749540	Q17749540	0	0	1
Q18086400	Q18086400	0	0	1
Q18086439	Q18086439	0	0	1
Q18086441	Q18086441	0	0	1
Q18170415	Q18170415	0	0	1
Q18170459	Q18170459	0	0	1
Q18203024	Q18203024	0	0	1
Q18203026	Q18203026	0	0	1
Q18203066	Q18203066	0	0	1
Q18211408	Q18211408	0	0	1
Q18211435	Q18211435	0	0	2
Q18211437	Q18211437	0	0	1
Q18211439	Q18211439	0	0	2
Q18211440	Q18211440	0	0	1
Q18211442	Q18211442	0	0	2
Q18211444	Q18211444	0	0	1
Q18211445	Q18211445	0	0	2
Q18211446	Q18211446	0	0	2
Q18211450	Q18211450	0	0	1
Q18211466	Q18211466	0	0	2
Q18211468	Q18211468	0	0	1
Q18211470	Q18211470	0	0	1
Q18211472	Q18211472	0	0	1
Q18211477	Q18211477	0	0	1
Q18211493	Q18211493	0	0	1
Q18211495	Q18211495	0	0	1
Q18211497	Q18211497	0	0	1
Q18211503	Q18211503	0	0	1
Q18211507	Q18211507	0	0	1
Q18211508	Q18211508	0	0	2
Q18211510	Q18211510	0	0	2
Q18211516	Q18211516	0	0	1
Q18211518	Q18211518	0	0	2
Q18211520	Q18211520	0	0	1
Q18211535	Q18211535	0	0	1
Q18211537	Q18211537	0	0	1
Q18211539	Q18211539	0	0	2
Q18211540	Q18211540	0	0	2
Q18211543	Q18211543	0	0	1
Q18211576	Q18211576	0	0	1
Q18211578	Q18211578	0	0	1
Q18211586	Q18211586	0	0	1
Q18211590	Q18211590	0	0	1
Q18211592	Q18211592	0	0	1
Q18211595	Q18211595	0	0	1
Q18211597	Q18211597	0	0	1
Q18211607	Q18211607	0	0	1
Q18211609	Q18211609	0	0	1
Q18211611	Q18211611	0	0	1
Q18211613	Q18211613	0	0	1
Q18211615	Q18211615	0	0	1
Q18211621	Q18211621	0	0	1
Q18211624	Q18211624	0	0	1
Q18211626	Q18211626	0	0	1
Q18211629	Q18211629	0	0	1
Q18211634	Q18211634	0	0	1
Q18211696	Q18211696	0	0	1
Q18211712	Q18211712	0	0	1
Q18211726	Q18211726	0	0	1
Q18211735	Q18211735	0	0	1
Q18211737	Q18211737	0	0	1
Q18211766	Q18211766	0	0	1
Q18211795	Q18211795	0	0	1
Q18211797	Q18211797	0	0	1
Q18211801	Q18211801	0	0	1
Q18211802	Q18211802	0	0	1
Q18211819	Q18211819	0	0	1
Q18211821	Q18211821	0	0	1
Q18211823	Q18211823	0	0	1
Q18211825	Q18211825	0	0	1
Q18211826	Q18211826	0	0	1
Q18211828	Q18211828	0	0	1
Q18211831	Q18211831	0	0	1
Q18211834	Q18211834	0	0	2
Q18211836	Q18211836	0	0	1
Q18211848	Q18211848	0	0	1
Q18211852	Q18211852	0	0	1
Q18211859	Q18211859	0	0	1
Q18211864	Q18211864	0	0	1
Q18211865	Q18211865	0	0	1
Q18211868	Q18211868	0	0	1
Q18211869	Q18211869	0	0	1
Q18211874	Q18211874	0	0	1
Q18211875	Q18211875	0	0	1
Q18211878	Q18211878	0	0	1
Q18211881	Q18211881	0	0	1
Q18211882	Q18211882	0	0	1
Q18211888	Q18211888	0	0	2
Q18211890	Q18211890	0	0	1
Q18211891	Q18211891	0	0	2
Q18211893	Q18211893	0	0	1
Q18211895	Q18211895	0	0	2
Q18211896	Q18211896	0	0	1
Q18211898	Q18211898	0	0	1
Q18211900	Q18211900	0	0	1
Q18211901	Q18211901	0	0	1
Q18211903	Q18211903	0	0	1
Q18211904	Q18211904	0	0	2
Q18211905	Q18211905	0	0	2
Q18211906	Q18211906	0	0	1
Q18211907	Q18211907	0	0	1
Q18211908	Q18211908	0	0	1
Q18211909	Q18211909	0	0	1
Q18211910	Q18211910	0	0	1
Q18211911	Q18211911	0	0	1
Q18211912	Q18211912	0	0	1
Q18211913	Q18211913	0	0	1
Q18211914	Q18211914	0	0	2
Q18211915	Q18211915	0	0	2
Q18211917	Q18211917	0	0	1
Q18211918	Q18211918	0	0	1
Q18211921	Q18211921	0	0	1
Q18211922	Q18211922	0	0	1
Q18211923	Q18211923	0	0	1
Q18211924	Q18211924	0	0	1
Q18211925	Q18211925	0	0	2
Q18211926	Q18211926	0	0	1
Q18211927	Q18211927	0	0	1
Q18211928	Q18211928	0	0	2
Q18211929	Q18211929	0	0	3
Q18211930	Q18211930	0	0	1
Q18211931	Q18211931	0	0	2
Q18211932	Q18211932	0	0	1
Q18211933	Q18211933	0	0	1
Q18211934	Q18211934	0	0	2
Q18211935	Q18211935	0	0	2
Q18211937	Q18211937	0	0	1
Q18211938	Q18211938	0	0	1
Q18211939	Q18211939	0	0	2
Q18211940	Q18211940	0	0	2
Q18211941	Q18211941	0	0	1
Q18211942	Q18211942	0	0	2
Q18211943	Q18211943	0	0	1
Q18211944	Q18211944	0	0	1
Q18211945	Q18211945	0	0	1
Q18211946	Q18211946	0	0	1
Q18211947	Q18211947	0	0	1
Q18211948	Q18211948	0	0	1
Q18211949	Q18211949	0	0	1
Q18211950	Q18211950	0	0	1
Q18211951	Q18211951	0	0	1
Q18211952	Q18211952	0	0	1
Q18211953	Q18211953	0	0	1
Q18211954	Q18211954	0	0	1
Q18211955	Q18211955	0	0	1
Q18211956	Q18211956	0	0	1
Q18211957	Q18211957	0	0	1
Q18211958	Q18211958	0	0	1
Q18211959	Q18211959	0	0	1
Q18211960	Q18211960	0	0	2
Q18211961	Q18211961	0	0	1
Q18211962	Q18211962	0	0	1
Q18211963	Q18211963	0	0	1
Q18211964	Q18211964	0	0	1
Q18211965	Q18211965	0	0	1
Q18211966	Q18211966	0	0	1
Q18211967	Q18211967	0	0	2
Q18211968	Q18211968	0	0	2
Q18211969	Q18211969	0	0	1
Q18211980	Q18211980	0	0	1
Q18211981	Q18211981	0	0	2
Q18211983	Q18211983	0	0	2
Q18211984	Q18211984	0	0	1
Q18211985	Q18211985	0	0	1
Q18211986	Q18211986	0	0	1
Q18211987	Q18211987	0	0	1
Q18211988	Q18211988	0	0	1
Q18211991	Q18211991	0	0	1
Q18211992	Q18211992	0	0	1
Q18211993	Q18211993	0	0	2
Q18211994	Q18211994	0	0	2
Q18211995	Q18211995	0	0	2
Q18211996	Q18211996	0	0	1
Q18211997	Q18211997	0	0	1
Q18211998	Q18211998	0	0	1
Q18211999	Q18211999	0	0	1
Q18212000	Q18212000	0	0	2
Q18212001	Q18212001	0	0	1
Q18212008	Q18212008	0	0	1
Q18212010	Q18212010	0	0	1
Q18212011	Q18212011	0	0	1
Q18212012	Q18212012	0	0	1
Q18212013	Q18212013	0	0	1
Q18212016	Q18212016	0	0	1
Q18212017	Q18212017	0	0	1
Q18212018	Q18212018	0	0	1
Q18212019	Q18212019	0	0	1
Q18212022	Q18212022	0	0	1
Q18212023	Q18212023	0	0	1
Q18212024	Q18212024	0	0	1
Q18212025	Q18212025	0	0	1
Q18212028	Q18212028	0	0	1
Q18212029	Q18212029	0	0	1
Q18212030	Q18212030	0	0	1
Q18212031	Q18212031	0	0	2
Q18212033	Q18212033	0	0	1
Q18212034	Q18212034	0	0	1
Q18212035	Q18212035	0	0	1
Q18212037	Q18212037	0	0	1
Q18212038	Q18212038	0	0	1
Q18212039	Q18212039	0	0	1
Q18212040	Q18212040	0	0	1
Q18212041	Q18212041	0	0	1
Q18212042	Q18212042	0	0	1
Q18212044	Q18212044	0	0	1
Q18212045	Q18212045	0	0	2
Q18212046	Q18212046	0	0	1
Q18212047	Q18212047	0	0	1
Q18212048	Q18212048	0	0	1
Q18212049	Q18212049	0	0	1
Q18212050	Q18212050	0	0	1
Q18212052	Q18212052	0	0	1
Q18212053	Q18212053	0	0	1
Q18212056	Q18212056	0	0	1
Q18212057	Q18212057	0	0	1
Q18212058	Q18212058	0	0	1
Q18212059	Q18212059	0	0	2
Q18212060	Q18212060	0	0	1
Q18212064	Q18212064	0	0	1
Q18212067	Q18212067	0	0	1
Q18212068	Q18212068	0	0	1
Q18212070	Q18212070	0	0	1
Q18212073	Q18212073	0	0	1
Q18212074	Q18212074	0	0	1
Q18212076	Q18212076	0	0	1
Q18212081	Q18212081	0	0	2
Q18212084	Q18212084	0	0	1
Q18212088	Q18212088	0	0	1
Q18212090	Q18212090	0	0	1
Q18212108	Q18212108	0	0	1
Q18212109	Q18212109	0	0	1
Q18212110	Q18212110	0	0	2
Q18212114	Q18212114	0	0	1
Q18212118	Q18212118	0	0	1
Q18212120	Q18212120	0	0	1
Q18212124	Q18212124	0	0	1
Q18212127	Q18212127	0	0	1
Q18212128	Q18212128	0	0	1
Q18212129	Q18212129	0	0	1
Q18212130	Q18212130	0	0	1
Q18212131	Q18212131	0	0	1
Q18212136	Q18212136	0	0	2
Q18212142	Q18212142	0	0	1
Q18212143	Q18212143	0	0	1
Q18212144	Q18212144	0	0	1
Q18212146	Q18212146	0	0	2
Q18212147	Q18212147	0	0	1
Q18212148	Q18212148	0	0	1
Q18212151	Q18212151	0	0	1
Q18212152	Q18212152	0	0	1
Q18212153	Q18212153	0	0	1
Q18212155	Q18212155	0	0	1
Q18212156	Q18212156	0	0	1
Q18212158	Q18212158	0	0	1
Q18212159	Q18212159	0	0	1
Q18212160	Q18212160	0	0	1
Q18212162	Q18212162	0	0	1
Q18212170	Q18212170	0	0	1
Q18212179	Q18212179	0	0	1
Q18212180	Q18212180	0	0	1
Q18212183	Q18212183	0	0	2
Q18212185	Q18212185	0	0	1
Q18212188	Q18212188	0	0	1
Q18212191	Q18212191	0	0	1
Q18212210	Q18212210	0	0	1
Q18212211	Q18212211	0	0	1
Q18212215	Q18212215	0	0	1
Q18212216	Q18212216	0	0	1
Q18212217	Q18212217	0	0	1
Q18212223	Q18212223	0	0	1
Q18212225	Q18212225	0	0	1
Q18212227	Q18212227	0	0	1
Q18212232	Q18212232	0	0	1
Q18212242	Q18212242	0	0	1
Q18212246	Q18212246	0	0	2
Q18212248	Q18212248	0	0	2
Q18212250	Q18212250	0	0	2
Q18399451	Q18399451	0	0	1
Q18400166	Q18400166	0	0	1
Q18401832	Q18401832	0	0	1
Q18405343	Q18405343	0	0	1
Q18405346	Q18405346	0	0	1
Q18405475	Q18405475	0	0	1
Q18405535	Q18405535	0	0	1
Q18405968	Q18405968	0	0	1
Q18406965	Q18406965	0	0	1
Q18407753	Q18407753	0	0	1
Q18409591	Q18409591	0	0	1
Q18590293	Q18590293	0	0	1
Q18590308	Q18590308	0	0	1
Q18590312	Q18590312	0	0	1
Q18590316	Q18590316	0	0	1
Q18590317	Q18590317	0	0	1
Q18590444	Q18590444	0	0	1
Q18590457	Q18590457	0	0	1
Q18649579	Q18649579	0	0	1
Q18649581	Q18649581	0	0	1
Q18649666	Q18649666	0	0	1
Q18649669	Q18649669	0	0	1
Q18747564	Q18747564	0	0	1
Q18747580	Q18747580	0	0	1
Q18747593	Q18747593	0	0	1
Q18747599	Q18747599	0	0	1
Q19365941	Q19365941	0	0	1
Q19365963	Q19365963	0	0	1
Q19365965	Q19365965	0	0	1
Q19366023	Q19366023	0	0	1
Q19366031	Q19366031	0	0	1
Q19366040	Q19366040	0	0	1
Q19366065	Q19366065	0	0	1
Q19521743	Q19521743	0	0	1
Q19521747	Q19521747	0	0	1
Q19521749	Q19521749	0	0	1
Q19521755	Q19521755	0	0	1
Q19613217	Q19613217	0	0	2
Q19613219	Q19613219	0	0	2
Q19613221	Q19613221	0	0	1
Q19613223	Q19613223	0	0	2
Q19613282	Q19613282	0	0	1
Q19613333	Q19613333	0	0	1
Q19613966	Q19613966	0	0	1
Q19614430	Q19614430	0	0	1
Q19614431	Q19614431	0	0	1
Q19614432	Q19614432	0	0	1
Q19614438	Q19614438	0	0	1
Q19614441	Q19614441	0	0	1
Q19614442	Q19614442	0	0	1
Q19614445	Q19614445	0	0	1
Q19614446	Q19614446	0	0	1
Q19614464	Q19614464	0	0	1
Q19614465	Q19614465	0	0	2
Q19614801	Q19614801	0	0	1
Q19614804	Q19614804	0	0	2
Q19614805	Q19614805	0	0	2
Q19614809	Q19614809	0	0	1
Q19614813	Q19614813	0	0	1
Q19614944	Q19614944	0	0	2
Q19614948	Q19614948	0	0	1
Q19614950	Q19614950	0	0	2
Q19614955	Q19614955	0	0	1
Q19614993	Q19614993	0	0	1
Q19614998	Q19614998	0	0	2
Q19615000	Q19615000	0	0	2
Q19615007	Q19615007	0	0	1
Q19615023	Q19615023	0	0	1
Q19616215	Q19616215	0	0	1
Q1969751	Q1969751	0	0	1
Q19742286	Q19742286	0	0	2
Q19742308	Q19742308	0	0	1
Q19742315	Q19742315	0	0	1
Q19743870	Q19743870	0	0	1
Q1977472	Q1977472	0	0	1
Q1977479	Q1977479	0	0	1
Q19819590	Q19819590	0	0	1
Q20165305	Q20165305	0	0	1
Q20165307	Q20165307	0	0	1
Q20165313	Q20165313	0	0	1
Q2032013	Q2032013	0	0	1
Q2047949	Q2047949	0	0	1
Q2047953	Q2047953	0	0	1
Q204968	Q204968	0	0	1
Q2069354	Q2069354	0	0	1
Q20968976	Q20968976	0	0	1
Q20979576	Q20979576	0	0	1
Q20979769	Q20979769	0	0	1
Q20979770	Q20979770	0	0	1
Q20979771	Q20979771	0	0	1
Q20979772	Q20979772	0	0	1
Q20979773	Q20979773	0	0	1
Q20979774	Q20979774	0	0	1
Q20979775	Q20979775	0	0	1
Q20979776	Q20979776	0	0	1
Q20979777	Q20979777	0	0	1
Q20979778	Q20979778	0	0	1
Q20979781	Q20979781	0	0	1
Q20979782	Q20979782	0	0	1
Q20979783	Q20979783	0	0	1
Q20979784	Q20979784	0	0	1
Q20979785	Q20979785	0	0	1
Q20979786	Q20979786	0	0	1
Q20979790	Q20979790	0	0	1
Q20979791	Q20979791	0	0	1
Q20979795	Q20979795	0	0	1
Q20979796	Q20979796	0	0	1
Q20979797	Q20979797	0	0	1
Q20979800	Q20979800	0	0	1
Q20979801	Q20979801	0	0	1
Q20979802	Q20979802	0	0	1
Q20979803	Q20979803	0	0	1
Q20979857	Q20979857	0	0	1
Q20979858	Q20979858	0	0	1
Q20979859	Q20979859	0	0	1
Q20979860	Q20979860	0	0	1
Q20979861	Q20979861	0	0	1
Q20979873	Q20979873	0	0	2
Q20979877	Q20979877	0	0	2
Q20979880	Q20979880	0	0	1
Q20980330	Q20980330	0	0	1
Q20980331	Q20980331	0	0	2
Q20980332	Q20980332	0	0	1
Q20980333	Q20980333	0	0	1
Q20980334	Q20980334	0	0	1
Q20980603	Q20980603	0	0	2
Q20980613	Q20980613	0	0	1
Q20980617	Q20980617	0	0	1
Q20980632	Q20980632	0	0	1
Q20980633	Q20980633	0	0	1
Q20980815	Q20980815	0	0	1
Q20980860	Q20980860	0	0	2
Q20980861	Q20980861	0	0	2
Q20982326	Q20982326	0	0	1
Q20982327	Q20982327	0	0	1
Q20982328	Q20982328	0	0	1
Q20982329	Q20982329	0	0	1
Q20982330	Q20982330	0	0	1
Q20982331	Q20982331	0	0	2
Q20982332	Q20982332	0	0	1
Q20982333	Q20982333	0	0	1
Q20984953	Q20984953	0	0	1
Q20984954	Q20984954	0	0	1
Q20984955	Q20984955	0	0	1
Q20984956	Q20984956	0	0	1
Q20984957	Q20984957	0	0	1
Q20984959	Q20984959	0	0	1
Q20984960	Q20984960	0	0	1
Q20986106	Q20986106	0	0	1
Q20986108	Q20986108	0	0	2
Q20986110	Q20986110	0	0	1
Q20986129	Q20986129	0	0	1
Q20986130	Q20986130	0	0	1
Q20986132	Q20986132	0	0	1
Q20986134	Q20986134	0	0	1
Q20986136	Q20986136	0	0	1
Q20986138	Q20986138	0	0	1
Q20986141	Q20986141	0	0	1
Q20986143	Q20986143	0	0	1
Q20986145	Q20986145	0	0	1
Q20986147	Q20986147	0	0	1
Q20986165	Q20986165	0	0	1
Q20986167	Q20986167	0	0	1
Q20986170	Q20986170	0	0	1
Q20986172	Q20986172	0	0	1
Q20986174	Q20986174	0	0	1
Q20986176	Q20986176	0	0	1
Q20986178	Q20986178	0	0	2
Q20986182	Q20986182	0	0	1
Q20986184	Q20986184	0	0	1
Q20986187	Q20986187	0	0	1
Q20986189	Q20986189	0	0	1
Q20986191	Q20986191	0	0	1
Q20986195	Q20986195	0	0	1
Q20986198	Q20986198	0	0	1
Q20986202	Q20986202	0	0	1
Q20986204	Q20986204	0	0	1
Q20986207	Q20986207	0	0	1
Q20986209	Q20986209	0	0	1
Q20986211	Q20986211	0	0	1
Q20986213	Q20986213	0	0	1
Q20986215	Q20986215	0	0	1
Q20986217	Q20986217	0	0	1
Q20986219	Q20986219	0	0	1
Q20986222	Q20986222	0	0	1
Q20986224	Q20986224	0	0	1
Q20986226	Q20986226	0	0	1
Q20986228	Q20986228	0	0	1
Q20986775	Q20986775	0	0	1
Q20986776	Q20986776	0	0	1
Q20986777	Q20986777	0	0	1
Q20986778	Q20986778	0	0	1
Q20986789	Q20986789	0	0	1
Q20986790	Q20986790	0	0	1
Q20986791	Q20986791	0	0	1
Q20986792	Q20986792	0	0	1
Q20986793	Q20986793	0	0	1
Q20986794	Q20986794	0	0	1
Q20986795	Q20986795	0	0	1
Q20986796	Q20986796	0	0	1
Q20986797	Q20986797	0	0	1
Q20986798	Q20986798	0	0	1
Q20986799	Q20986799	0	0	1
Q20992449	Q20992449	0	0	1
Q20993642	Q20993642	0	0	1
Q21001744	Q21001744	0	0	1
Q21001745	Q21001745	0	0	1
Q21001747	Q21001747	0	0	1
Q21001749	Q21001749	0	0	1
Q21001815	Q21001815	0	0	1
Q21004290	Q21004290	0	0	1
Q21007382	Q21007382	0	0	2
Q21007388	Q21007388	0	0	2
Q21007389	Q21007389	0	0	2
Q21007390	Q21007390	0	0	2
Q21007391	Q21007391	0	0	1
Q21007392	Q21007392	0	0	1
Q21007393	Q21007393	0	0	2
Q21007394	Q21007394	0	0	2
Q21007404	Q21007404	0	0	2
Q21007405	Q21007405	0	0	2
Q21007406	Q21007406	0	0	2
Q21007478	Q21007478	0	0	1
Q21009873	Q21009873	0	0	1
Q21009934	Q21009934	0	0	1
Q21009935	Q21009935	0	0	1
Q21009939	Q21009939	0	0	1
Q21009942	Q21009942	0	0	1
Q21009943	Q21009943	0	0	1
Q21009946	Q21009946	0	0	1
Q21009968	Q21009968	0	0	1
Q21009969	Q21009969	0	0	1
Q21009971	Q21009971	0	0	1
Q21009972	Q21009972	0	0	1
Q21009974	Q21009974	0	0	1
Q21009975	Q21009975	0	0	1
Q21009976	Q21009976	0	0	1
Q21009982	Q21009982	0	0	1
Q21009983	Q21009983	0	0	1
Q21009999	Q21009999	0	0	2
Q21010000	Q21010000	0	0	1
Q21010001	Q21010001	0	0	1
Q21010002	Q21010002	0	0	2
Q21010283	Q21010283	0	0	1
Q21010299	Q21010299	0	0	2
Q21010301	Q21010301	0	0	1
Q21010305	Q21010305	0	0	2
Q21010314	Q21010314	0	0	2
Q21010318	Q21010318	0	0	1
Q21010321	Q21010321	0	0	1
Q21010323	Q21010323	0	0	1
Q21010325	Q21010325	0	0	1
Q21010329	Q21010329	0	0	1
Q21010533	Q21010533	0	0	1
Q21010534	Q21010534	0	0	1
Q21010535	Q21010535	0	0	2
Q21010536	Q21010536	0	0	1
Q21010538	Q21010538	0	0	1
Q21010539	Q21010539	0	0	1
Q21010540	Q21010540	0	0	2
Q21010541	Q21010541	0	0	1
Q21010542	Q21010542	0	0	1
Q21010552	Q21010552	0	0	2
Q21010554	Q21010554	0	0	1
Q21010555	Q21010555	0	0	2
Q21010556	Q21010556	0	0	1
Q21010557	Q21010557	0	0	1
Q21010558	Q21010558	0	0	1
Q21010559	Q21010559	0	0	1
Q21010560	Q21010560	0	0	2
Q21010561	Q21010561	0	0	1
Q21010584	Q21010584	0	0	2
Q21010585	Q21010585	0	0	2
Q21010589	Q21010589	0	0	2
Q21010591	Q21010591	0	0	1
Q21010592	Q21010592	0	0	2
Q21010607	Q21010607	0	0	2
Q21010609	Q21010609	0	0	2
Q21010611	Q21010611	0	0	1
Q21010613	Q21010613	0	0	1
Q21010614	Q21010614	0	0	1
Q21010615	Q21010615	0	0	1
Q21010622	Q21010622	0	0	1
Q21010623	Q21010623	0	0	1
Q21010624	Q21010624	0	0	1
Q21010630	Q21010630	0	0	1
Q21010631	Q21010631	0	0	1
Q21010642	Q21010642	0	0	2
Q21010643	Q21010643	0	0	2
Q21010644	Q21010644	0	0	1
Q21010651	Q21010651	0	0	1
Q26207741	Q26207741	0	0	1
Q26207742	Q26207742	0	0	1
Q26207743	Q26207743	0	0	1
Q26207744	Q26207744	0	0	1
Q26207745	Q26207745	0	0	1
Q26207746	Q26207746	0	0	1
Q26207747	Q26207747	0	0	1
Q26207751	Q26207751	0	0	1
Q26207752	Q26207752	0	0	1
Q26207758	Q26207758	0	0	1
Q26207759	Q26207759	0	0	1
Q26207760	Q26207760	0	0	1
Q26207761	Q26207761	0	0	1
Q26207763	Q26207763	0	0	1
Q26207764	Q26207764	0	0	1
Q26207773	Q26207773	0	0	1
Q26207774	Q26207774	0	0	1
Q26207775	Q26207775	0	0	2
Q26207776	Q26207776	0	0	2
Q26207777	Q26207777	0	0	1
Q26207782	Q26207782	0	0	1
Q26207783	Q26207783	0	0	1
Q3342228	Q3342228	0	0	1
Q3618715	Q3618715	0	0	1
Q3746859	Q3746859	0	0	1
Q4063726	Q4063726	0	0	1
Q4064280	Q4064280	0	0	1
Q4064281	Q4064281	0	0	1
Q4064283	Q4064283	0	0	1
Q4064285	Q4064285	0	0	1
Q4067024	Q4067024	0	0	1
Q4067025	Q4067025	0	0	2
Q4069955	Q4069955	0	0	1
Q4073298	Q4073298	0	0	1
Q4073301	Q4073301	0	0	1
Q4087265	Q4087265	0	0	1
Q4093687	Q4093687	0	0	1
Q4093688	Q4093688	0	0	1
Q4093690	Q4093690	0	0	1
Q4096863	Q4096863	0	0	1
Q4096864	Q4096864	0	0	1
